NOP_Вхождение в гр.МНЛЗ,NOP_Завалка лома,NOP_Заливка чугуна,NOP_Наведение гарнисажа,NOP_Нагрев лома,NOP_Наложение продувки,NOP_Неиспр. электр. обор,NOP_Обрыв горловины,NOP_Осмотр конвертера,NOP_Отсутствие O2,NOP_Отсутствие чугуна,NOP_Подварка  футеровки,NOP_Полусухое торкрет.,NOP_Продувка,NOP_Слив шлака,NOP_межпл. простой
0,191,397,184,726,1060,0,0,50,0,0,0,0,1193,119,1971
0,158,332,109,736,0,0,0,63,0,526,1212,0,1183,85,2629
0,128,278,105,734,0,0,0,56,675,0,0,0,1183,91,1134
0,144,225,169,726,0,0,0,83,0,0,0,0,1083,39,811
0,160,276,92,726,0,0,0,99,0,0,0,0,1151,28,1624
0,198,301,0,730,0,0,0,197,0,0,0,0,1181,100,1465
0,156,231,151,722,0,0,0,84,0,0,0,0,1256,35,1212
0,90,292,120,724,0,0,793,90,25,0,0,0,1302,132,1753
0,162,335,130,738,0,0,0,50,0,0,0,623,1298,33,2713
0,156,225,117,742,0,0,0,52,737,0,0,0,1283,38,1197
1492,90,303,138,720,0,0,0,90,0,0,0,0,1077,156,2390
470,208,319,111,728,0,0,0,196,0,0,1321,0,1140,265,2777
1952,193,261,126,718,0,0,0,100,0,0,0,0,1113,37,736
191,187,191,120,720,0,0,0,74,0,0,0,0,1174,49,1012
408,150,192,146,722,0,0,0,87,0,0,0,0,1135,56,416
0,186,306,136,718,0,0,0,81,0,0,0,0,1138,58,447
0,320,237,137,726,131,0,0,107,0,0,0,0,1185,43,754
0,1457,224,122,722,0,0,1783,153,0,0,0,0,1151,69,1011
0,236,283,123,722,0,0,0,98,0,0,0,0,1180,54,739
0,240,249,102,718,0,3435,0,100,0,1301,0,0,1167,88,438
0,180,480,133,716,0,0,0,100,0,0,0,0,1128,48,743
0,50,236,116,746,0,0,0,150,0,707,0,1240,1169,61,2037
0,45,244,174,790,0,0,0,184,0,0,0,0,1228,98,1236
0,31,182,131,744,0,0,0,178,0,0,0,0,1146,199,852
0,713,148,126,778,659,0,0,152,0,0,0,0,1289,173,962
0,164,191,225,830,0,0,0,194,0,702,0,0,1230,95,957
2677,121,227,215,718,0,0,0,110,0,0,0,0,1228,50,1379
0,347,279,219,864,239,0,0,110,0,0,0,0,1279,194,1675
0,104,248,189,736,0,0,0,132,0,0,0,0,1123,109,1717
0,173,240,206,712,0,0,0,98,0,0,0,0,1145,30,1222
0,132,229,110,716,0,0,0,49,0,0,0,625,1042,38,1394
0,1108,280,119,716,0,0,1066,52,0,134,1339,0,1113,55,1912
0,576,437,201,734,0,372,425,101,0,0,0,0,1128,96,3006
0,1408,284,165,730,0,0,0,105,0,2676,0,0,1121,37,1456
0,114,314,134,724,0,0,0,72,0,0,0,0,1045,64,739
0,193,256,111,728,0,0,0,95,0,0,0,0,1217,48,1476
0,180,232,120,728,0,0,0,61,0,0,0,0,1229,36,1486
6462,131,347,148,778,0,0,0,50,0,0,0,0,1165,63,2099
0,163,314,189,744,0,0,0,0,0,0,0,0,1033,350,1144
639,159,331,239,764,0,0,0,0,0,0,0,0,1147,288,1156
1680,68,234,293,742,0,0,0,0,0,0,0,0,1191,455,1293
0,139,194,246,736,0,674,0,0,0,0,0,0,1152,311,1354
0,82,258,152,784,0,0,0,64,0,0,0,0,1115,155,1740
0,163,233,117,742,0,0,0,185,0,0,0,0,1097,86,428
0,227,238,154,752,0,0,837,225,0,0,0,0,1130,134,2018
0,172,272,106,744,0,0,873,36,0,0,0,0,1131,33,2480
649,78,270,300,746,0,0,0,0,0,0,0,0,1118,221,1575
0,178,236,0,928,0,0,0,229,0,6010,1169,0,1234,0,3564
239,93,214,329,856,0,0,0,115,0,707,0,0,1166,144,1719
0,75,241,137,804,0,0,0,112,0,0,0,0,1300,292,4274
0,61,209,156,1010,0,0,0,94,0,2587,0,0,1247,40,2382
0,36,141,138,732,0,0,0,94,0,2008,0,0,1254,110,985
0,9,182,151,774,0,0,1223,0,0,0,0,0,1334,47,2219
0,243,235,91,772,0,0,0,0,0,0,0,0,1160,208,2448
0,376,501,165,972,266,0,0,220,0,0,0,0,1258,552,5093
0,52,298,171,724,0,0,0,60,0,0,0,0,1168,281,1675
0,134,309,91,724,0,0,0,32,0,2333,1269,0,1136,112,2175
0,1781,244,144,0,0,2403,0,155,0,2313,0,1124,1137,64,1005
0,207,246,145,746,0,0,0,162,744,0,0,0,1122,32,710
0,1495,339,115,722,0,0,1427,139,29,0,0,0,1120,64,950
0,141,308,89,718,0,0,0,41,0,0,0,0,1164,116,527
0,164,282,139,716,0,0,0,60,0,0,0,0,1161,109,1706
0,163,302,132,718,0,0,0,113,0,0,0,768,1148,26,2260
0,153,270,156,716,0,0,0,78,0,0,0,0,1128,35,507
0,200,307,127,722,0,0,0,117,0,0,1273,0,1141,86,1961
0,288,253,141,716,0,0,0,73,0,0,0,0,1144,67,592
0,155,36,152,718,0,0,0,88,0,0,0,0,1141,57,617
0,140,273,142,726,0,0,0,148,0,0,0,0,1107,65,1825
0,137,286,109,734,0,0,0,84,0,0,0,0,1123,60,2351
0,1232,290,124,716,0,0,1212,86,0,0,0,0,1178,30,276
0,93,257,0,716,181,0,0,186,0,0,0,4749,987,269,2581
0,75,280,0,748,0,0,0,215,0,0,0,0,1163,603,1122
0,231,291,115,768,350,0,1242,151,0,0,1844,0,1315,37,2759
0,197,249,234,746,728,0,0,108,0,0,0,0,1311,203,1708
0,91,260,137,898,0,0,0,203,0,0,0,0,1184,537,1286
0,109,246,267,734,0,0,0,0,0,0,0,0,1243,630,2277
0,44,297,137,742,0,0,90,99,0,0,0,0,1102,142,2142
0,63,381,47,830,0,0,0,0,0,1675,1181,204,1207,15,616
701,30,247,126,826,0,0,0,133,0,0,0,0,1243,282,1908
0,32,219,218,772,0,0,0,58,0,180,0,0,1165,56,1442
0,160,278,137,730,402,0,0,95,0,0,1458,0,1154,115,2276
0,301,284,198,720,0,0,76,83,0,1504,0,0,1201,66,2917
0,93,271,212,718,0,0,0,76,0,0,0,0,1115,129,852
0,28,295,0,768,0,1065,0,210,0,0,0,1178,1238,2,1800
0,127,138,213,738,0,0,0,122,0,0,0,0,1140,150,2392
0,98,268,175,726,0,0,116,136,0,0,0,0,1204,151,682
0,80,291,163,750,0,0,0,181,0,0,0,0,1090,313,835
0,111,261,166,720,0,0,0,54,0,0,0,0,1133,98,610
0,2251,324,114,714,577,0,2227,163,0,0,0,0,1172,119,925
0,192,297,146,722,0,0,162,51,0,0,0,0,1182,111,721
236,153,254,356,738,0,0,0,42,0,1540,0,0,1083,493,2649
0,234,255,123,742,0,0,0,35,0,510,0,0,1121,58,897
0,176,300,135,746,0,0,0,36,0,1415,0,0,1200,22,1961
0,173,188,141,740,0,1040,0,96,0,0,0,0,1096,83,1127
1183,186,207,182,780,0,0,0,141,0,0,0,0,1133,171,1908
0,139,208,149,754,0,0,802,50,0,0,0,848,1168,39,3554
0,153,189,140,754,0,0,0,0,0,0,0,710,1182,169,1722
0,184,205,206,740,0,0,0,0,0,0,0,0,1139,197,2111
849,203,295,124,756,0,0,0,61,0,0,0,0,1205,208,2131
0,54,213,220,760,0,0,0,42,0,0,0,1061,1182,29,2530
0,63,261,163,794,0,0,1258,136,0,0,0,0,1252,42,3154
932,232,214,149,808,76,0,0,104,0,0,0,0,1290,58,2569
0,202,229,98,806,0,0,0,31,0,1775,0,0,1247,295,1855
0,211,217,205,874,0,0,0,99,0,0,0,0,1216,102,936
0,145,274,165,1026,0,0,0,53,0,0,1048,0,1265,99,1867
0,166,197,219,740,0,0,0,171,0,0,0,0,1150,73,1848
0,141,214,144,780,0,0,0,101,0,0,0,0,1240,70,637
0,31,178,125,784,0,0,0,117,0,1566,0,0,1176,52,1292
1062,86,226,116,792,0,0,0,180,0,0,0,0,1194,307,1970
0,106,254,109,720,0,0,0,75,0,0,0,0,1125,101,739
0,250,297,134,720,0,0,0,195,0,0,1240,0,1185,101,2450
0,145,256,181,726,0,0,0,100,0,0,0,0,1163,56,792
0,338,251,127,716,799,0,0,66,0,0,0,0,1206,77,2218
0,103,284,142,722,0,0,0,101,0,0,0,1164,1188,77,2901
0,1806,257,133,890,0,144,1603,64,0,0,0,0,1216,46,544
0,162,277,131,800,0,0,0,107,0,0,0,0,1179,36,4308
0,232,264,104,752,0,0,0,153,0,810,1274,0,1195,110,2049
0,492,282,118,710,0,0,0,30,0,883,0,0,1178,105,651
0,92,288,191,718,0,0,0,27,0,469,0,0,1175,86,1683
0,161,188,116,748,0,0,0,111,0,1069,0,0,1163,430,1331
0,133,236,142,752,0,0,0,31,0,1338,0,0,1145,77,1203
0,194,205,170,740,0,0,0,146,0,1782,0,0,1110,71,319
0,196,187,114,986,0,0,0,37,0,625,799,0,1131,274,2604
0,129,291,171,736,0,0,0,51,0,0,0,661,1141,290,1581
0,81,244,310,752,0,0,0,0,0,0,0,0,1154,313,926
986,86,237,161,738,0,0,0,70,0,0,0,0,1101,125,3541
0,165,186,219,736,0,0,0,0,0,0,0,0,1131,120,2106
0,224,217,110,744,0,0,0,190,0,0,0,0,1132,97,1524
0,110,319,168,854,0,0,0,53,0,0,0,787,1181,44,1408
0,107,386,178,750,449,0,0,44,0,0,0,0,1211,85,4614
0,130,277,80,720,0,0,0,150,0,0,1362,0,1222,140,2325
0,34,233,133,738,0,0,0,39,0,991,0,0,1217,75,1183
0,136,319,118,732,427,0,0,53,0,0,0,0,1179,73,1252
0,56,268,107,736,0,0,0,27,0,1509,0,0,1180,213,1149
0,875,282,158,754,565,0,849,37,0,0,0,0,1211,51,2273
0,1331,216,208,722,0,0,1317,76,0,0,0,0,1194,101,1796
0,98,263,155,738,0,0,0,25,0,0,0,1220,1203,44,1827
0,112,89,114,726,0,0,0,105,0,0,0,0,1159,80,2139
0,981,290,117,724,0,120,0,87,0,0,0,887,858,144,601
0,171,372,160,712,0,0,0,96,0,0,0,0,1136,50,1463
0,225,400,118,714,0,0,0,80,0,0,0,0,1152,92,524
0,728,276,138,730,0,0,691,213,0,0,0,0,1192,62,1720
515,186,238,122,718,0,0,0,83,0,0,0,0,1151,55,630
0,152,297,145,720,0,0,0,126,0,1475,0,0,1165,60,1336
0,2102,200,141,708,0,0,2021,61,0,52,0,0,1169,56,660
0,210,329,113,760,0,0,451,192,0,0,1386,0,1175,112,2906
0,176,301,120,710,712,0,777,101,0,278,0,0,1158,37,832
0,166,333,130,750,0,0,0,83,0,0,0,0,1189,78,663
1695,154,278,145,726,0,0,0,110,0,0,0,0,1234,208,747
0,27,314,0,756,0,0,0,0,0,215,1332,0,1221,0,1627
0,213,25,100,770,0,899,0,28,0,0,0,1190,1172,70,1722
0,41,192,215,798,0,0,0,99,0,0,0,0,1198,161,647
0,670,290,185,750,0,0,1924,80,0,0,0,0,1307,32,1839
0,35,201,93,768,0,0,0,148,0,1888,0,0,1294,16,3171
0,40,162,170,752,0,0,0,110,0,0,0,0,1259,201,989
1126,14,224,224,780,0,0,0,109,0,0,0,0,1185,454,1571
0,167,203,83,762,0,0,0,134,0,0,0,0,1194,40,1400
0,173,176,121,746,0,0,0,139,0,0,0,0,1126,44,364
0,139,92,131,740,0,0,0,117,0,1751,0,1017,1148,71,2985
771,133,291,138,722,0,0,0,43,0,0,0,0,1148,106,952
1272,145,250,138,834,0,0,0,43,0,0,0,0,1170,75,1270
472,168,284,0,756,0,0,0,181,0,0,0,0,1238,23,1537
0,194,265,74,720,0,0,0,67,0,0,0,0,1209,87,1643
0,1074,258,119,744,0,0,511,0,1132,0,0,0,1279,0,1603
0,40,249,135,748,0,0,0,69,632,0,0,0,1197,54,1352
0,603,235,142,718,0,0,0,63,986,0,0,0,1181,52,1115
0,158,269,121,740,0,0,0,54,0,0,0,0,1071,113,749
0,180,207,133,736,0,0,0,33,0,0,0,0,1074,105,1459
0,131,302,152,750,0,0,0,52,0,0,0,669,1096,41,2071
0,158,279,157,738,0,0,0,148,0,0,0,0,1029,120,864
0,1182,243,123,756,0,0,1374,112,0,0,0,0,1061,38,621
0,834,215,197,738,0,0,2029,84,0,0,0,0,1071,88,2071
0,35,254,170,756,0,0,0,77,0,0,0,0,1079,190,784
1626,168,312,153,748,0,0,0,172,0,0,0,0,1112,413,900
0,100,195,144,770,0,0,0,170,0,0,0,0,1088,108,909
0,200,226,224,750,0,169,0,135,0,0,0,0,1201,161,2785
0,139,335,299,1010,0,0,0,158,0,0,0,0,1140,139,1052
0,124,175,211,750,0,0,0,189,0,0,0,0,1101,53,788
0,148,191,271,738,0,0,0,167,0,0,0,0,1121,73,788
0,21,211,130,752,0,0,0,181,0,1424,0,0,1164,113,721
0,77,215,0,740,0,0,0,230,0,904,1176,0,1107,10,2447
0,63,178,148,740,0,0,0,171,0,0,0,0,1129,168,2222
0,152,221,258,784,98,0,0,0,0,2384,0,152,1094,34,4167
0,234,293,282,716,0,0,0,203,0,340,0,1121,1140,263,1398
0,157,191,174,762,0,0,0,62,0,351,0,0,1169,72,608
0,501,268,159,746,454,0,481,195,0,0,1575,0,1193,148,2025
0,1005,209,168,732,0,0,974,66,0,0,0,0,1111,38,1800
0,143,262,113,722,0,0,0,164,0,0,0,0,1112,70,519
0,249,261,148,722,0,0,0,54,0,0,0,0,1045,71,1750
0,188,199,218,732,0,0,0,37,0,0,0,0,1046,132,1356
464,114,254,165,744,0,0,0,132,954,0,0,0,1093,100,1258
0,221,268,0,744,0,0,475,184,900,0,1755,0,1072,143,2926
0,1009,217,174,744,0,0,1254,110,0,0,0,0,1070,86,720
0,222,250,148,732,0,0,1033,49,0,0,0,0,1103,3,6359
261,199,1988,178,742,0,1805,0,101,0,0,0,0,1070,144,1889
0,266,336,158,770,0,0,0,50,0,0,0,0,1155,74,640
0,234,425,112,736,0,913,0,48,0,0,0,0,1147,180,780
0,191,260,273,724,0,0,0,83,0,0,0,0,1072,412,1101
0,130,262,163,718,0,0,0,101,0,0,0,0,1075,54,418
0,141,265,139,726,0,0,0,125,0,0,1227,0,1029,118,780
270,294,427,181,724,312,0,0,72,0,0,0,0,1123,188,1865
0,969,303,186,822,0,0,851,55,0,1025,0,0,1104,52,1699
0,185,248,0,746,0,0,0,81,0,-1029,0,0,1136,1,224
0,46,222,199,718,0,0,0,55,0,1241,0,0,1128,97,1481
0,361,193,119,722,0,0,0,164,0,1722,1458,0,1236,165,2233
0,1497,271,149,716,0,0,1467,88,0,513,0,0,1132,6,958
0,109,204,174,738,0,0,0,157,137,2869,0,0,1146,73,1403
0,167,191,146,718,0,0,0,78,0,2910,0,0,1245,71,914
1028,105,207,153,808,0,0,0,59,0,916,0,826,1400,106,2219
1083,18,219,123,770,0,0,0,55,0,0,0,0,1310,351,987
0,160,228,207,796,0,0,0,158,0,0,0,0,1144,255,1785
0,126,232,140,754,0,0,0,146,0,0,0,0,1180,89,3156
211,69,169,288,758,0,0,850,133,0,0,0,0,1112,388,1311
0,13,180,99,774,0,0,1905,136,275,0,0,0,1090,43,1804
0,401,227,202,740,0,0,0,0,0,0,0,0,1224,80,332
0,104,232,192,968,0,0,0,120,0,0,0,0,1300,105,1156
0,168,100,108,896,0,0,0,71,531,0,0,0,1390,50,847
1167,176,432,148,736,0,0,1227,147,140,0,0,0,1065,46,3143
0,150,293,104,728,0,0,0,69,0,0,0,0,1135,85,1349
0,77,311,168,718,0,0,0,66,0,0,0,0,1035,119,2150
0,466,246,0,722,0,0,253,187,0,0,0,0,1083,24,1827
0,125,305,0,728,0,0,0,186,0,0,0,0,1099,0,785
0,91,284,105,782,0,0,0,138,0,0,0,3383,1112,81,5149
0,579,287,88,758,0,0,1757,24,0,0,0,0,1097,64,2401
0,99,412,82,734,0,352,0,86,0,0,0,0,1101,149,688
0,874,313,111,740,0,0,732,73,0,0,0,0,1102,385,1039
0,1884,303,0,770,0,0,1827,180,0,0,0,0,1034,11,1300
0,177,257,193,752,0,0,0,0,0,0,0,0,1136,218,1781
0,75,241,155,786,1162,0,0,76,0,0,0,868,1116,194,1919
559,101,242,190,738,433,0,0,112,0,0,0,0,1144,143,1276
0,170,192,182,734,0,0,0,159,0,0,0,0,1195,255,1964
0,113,240,134,742,0,0,0,107,0,0,0,0,1105,157,1942
0,1586,168,263,742,0,0,1516,32,0,0,0,0,1133,270,875
0,57,219,132,856,0,0,1201,117,0,785,0,0,1059,91,1843
0,314,172,160,752,0,0,0,35,0,0,0,0,1128,70,495
0,30,228,294,806,0,0,0,0,0,3390,0,661,1255,68,5192
0,114,279,193,756,0,0,0,128,0,0,0,0,1231,58,729
0,108,206,170,790,0,0,1231,156,0,0,0,0,1305,34,2942
0,142,192,109,772,0,0,0,189,0,0,0,0,1081,67,867
441,31,22,192,768,0,0,0,0,0,0,0,0,1149,252,1366
0,142,162,233,786,0,0,0,140,0,0,0,0,1179,68,830
0,391,283,146,738,671,0,0,96,432,0,0,0,1228,97,2179
0,30,177,0,730,0,0,0,138,0,2457,0,0,1083,4,2219
0,309,229,106,884,0,0,1090,35,0,0,0,0,1198,81,770
0,1517,201,140,752,0,0,1479,58,0,0,0,0,1179,35,541
0,285,306,134,734,0,0,1472,109,0,0,0,0,1169,55,2105
0,71,259,137,720,0,0,0,84,0,0,0,0,1243,247,1856
0,113,303,0,734,225,0,0,196,0,0,0,0,1135,88,2238
0,92,173,190,756,0,0,0,0,0,0,0,0,1081,272,744
0,243,226,296,746,0,0,0,0,0,0,0,0,1223,549,1208
708,164,250,134,750,0,0,0,0,0,0,0,0,1460,48,2252
1607,187,216,125,770,0,0,0,114,0,0,0,0,1378,92,2272
530,1466,241,228,744,0,0,1405,42,0,0,0,493,1199,105,1694
0,220,239,189,738,0,0,1253,218,0,0,0,0,1153,191,2374
1227,196,215,254,760,0,0,0,0,0,0,0,0,1144,71,1833
691,248,278,215,758,0,703,0,0,1007,0,0,593,1101,116,342
0,109,213,169,716,0,0,0,90,0,0,0,0,1083,71,1567
0,113,286,132,742,0,0,0,62,0,0,0,0,1046,110,972
0,86,313,146,746,0,0,0,91,0,0,0,0,1036,91,449
0,105,261,145,734,0,0,0,76,0,0,0,0,1055,106,340
0,85,264,113,742,0,0,0,184,0,0,0,0,1172,134,2201
0,283,299,211,730,0,0,108,110,0,0,0,0,1095,91,1193
0,160,344,169,724,0,0,0,189,0,0,0,0,1211,0,1224
0,91,264,66,726,0,0,0,101,0,0,0,0,1249,104,1942
0,51,317,112,720,0,0,0,109,0,0,0,0,1253,272,536
0,1135,299,0,798,248,0,2053,133,0,0,0,0,1207,24,2453
0,80,265,160,728,0,0,0,96,0,0,0,0,1254,115,2710
0,245,191,142,732,0,0,0,116,0,0,0,0,1238,95,527
0,229,231,121,730,0,0,0,44,518,0,0,553,1213,125,2132
0,69,273,135,726,0,0,0,145,0,0,0,0,1196,616,3924
0,158,289,152,738,0,0,0,106,0,558,0,0,1270,50,1099
0,713,232,210,722,0,0,3559,57,0,457,0,0,1206,47,3102
0,967,237,215,738,0,0,1622,97,0,0,0,0,1101,73,1680
0,168,191,160,724,247,812,0,57,0,0,0,0,1087,29,1321
0,262,253,214,722,278,0,0,85,0,0,0,0,1235,176,1795
0,96,226,157,794,0,0,0,89,0,850,0,0,1165,51,1883
0,71,259,148,754,0,0,0,65,0,4115,0,531,1181,37,2990
383,145,305,129,762,0,0,0,73,0,0,0,0,1198,46,626
0,1664,321,148,730,0,0,1867,68,0,0,0,0,1149,95,1589
136,203,325,113,750,833,0,0,31,0,18,1357,0,1137,90,2811
0,116,293,156,770,0,0,0,50,0,737,0,0,1092,133,768
0,90,313,113,718,0,0,0,114,0,0,0,0,1278,150,3837
121,857,321,176,766,0,0,9614,239,0,1511,0,0,1308,719,2706
0,142,328,0,748,0,0,0,216,0,0,0,0,1318,246,502
0,93,334,0,742,0,0,0,181,0,1472,0,0,1251,280,969
0,456,336,150,766,0,0,3729,158,0,0,0,0,1245,82,4527
0,203,339,120,742,0,0,0,149,0,0,0,0,1121,79,1211
0,343,324,176,804,0,0,721,53,0,378,0,0,1116,79,1613
0,200,305,175,752,0,0,0,62,0,60,0,0,1100,82,1691
0,94,207,170,766,0,0,0,121,0,2480,0,0,1167,307,1808
0,40,279,264,740,301,0,0,0,0,0,0,1185,1113,46,1781
0,73,313,179,808,0,0,0,141,0,0,0,0,1171,105,1006
0,174,242,327,808,0,0,0,102,0,4043,0,0,1304,105,5629
0,32,201,231,762,0,0,375,104,0,4466,0,0,1189,26,2794
0,522,108,143,752,611,0,0,120,0,0,0,0,1211,62,831
0,155,203,183,754,0,0,0,190,0,0,0,0,1233,284,1021
0,220,275,0,720,0,0,0,210,749,119,0,0,1212,313,797
0,173,254,0,728,0,434,0,194,0,105,0,0,1235,36,2062
0,241,315,0,782,0,0,0,190,0,0,0,0,1214,3,812
0,153,235,164,718,0,0,0,78,0,3102,0,0,1252,69,2268
0,46,258,186,724,0,0,0,93,0,2832,0,0,1223,58,4059
0,1764,274,127,704,0,0,2353,110,0,0,0,0,1209,50,978
0,2372,268,160,942,0,0,0,69,0,2463,0,0,1219,35,618
0,49,305,137,748,0,0,0,93,0,1545,0,0,1177,68,932
0,217,204,173,830,473,0,0,183,0,0,0,0,1191,77,1121
0,78,306,170,752,0,0,0,0,0,0,0,0,1215,610,1767
0,118,373,100,828,0,0,0,108,0,0,1107,0,1232,282,404
0,371,341,140,782,0,0,0,0,0,0,0,0,1209,245,733
0,129,267,203,736,0,0,0,0,0,0,0,0,1154,238,556
0,123,255,119,892,0,0,0,99,0,0,0,824,1196,47,1444
0,370,290,73,988,679,0,0,99,0,1643,0,0,1158,69,1860
0,139,375,0,998,671,0,0,180,0,1261,0,0,1229,151,3193
628,187,315,90,750,0,0,0,222,0,0,0,0,1204,105,1487
699,143,271,110,780,0,0,0,89,0,0,0,0,1195,126,1686
153,76,276,167,744,0,0,409,110,0,0,0,0,1181,208,2964
0,134,267,217,746,0,0,0,48,0,0,0,0,1173,322,1124
0,97,237,77,724,0,0,0,123,0,0,1141,0,1256,155,2505
0,164,289,154,716,0,0,11,60,0,0,0,0,1242,109,2017
0,80,272,91,722,0,0,0,73,0,1286,0,0,1091,47,3200
0,713,225,0,758,0,0,687,59,0,691,0,0,1278,0,1564
372,33,251,175,734,1651,0,487,115,0,2181,0,262,1123,143,3309
0,163,275,199,722,0,0,0,100,0,0,0,1224,1163,259,2218
1551,33,241,135,806,0,0,0,94,0,440,0,0,1143,59,1177
1153,160,234,148,716,211,0,0,115,0,0,0,0,1236,48,1990
140,154,198,0,792,0,0,0,211,0,0,0,0,1259,17,1503
0,99,197,0,722,0,0,0,182,0,0,0,921,1231,57,1511
0,254,237,0,736,0,0,0,203,257,0,0,0,1195,48,547
0,115,221,0,720,593,0,0,236,0,0,0,0,1215,137,1345
0,150,198,100,972,0,0,465,69,0,0,0,0,1130,76,1244
0,763,203,125,722,0,0,681,75,0,0,0,0,1204,79,469
0,999,254,141,726,0,266,983,110,0,0,0,0,1199,56,2079
0,197,310,175,718,0,0,0,121,0,0,0,0,1262,80,2945
0,143,268,164,728,0,0,0,123,0,0,991,0,1274,98,1877
0,164,234,117,722,0,0,0,66,0,0,0,0,1331,103,801
0,137,273,115,762,0,0,0,59,0,0,0,0,1352,89,1615
0,100,320,256,832,0,146,0,105,0,0,0,0,1169,80,957
0,66,261,221,746,0,0,0,131,0,0,0,875,1176,73,883
0,173,242,149,0,0,0,0,139,0,0,0,0,1164,413,1645
0,126,200,115,752,0,0,0,63,0,0,1181,0,1206,63,2774
0,29,188,88,752,0,0,124,167,0,1123,0,0,1181,26,3058
0,11,265,152,738,0,0,1048,118,0,0,0,0,1215,141,2467
0,32,221,115,764,0,0,577,125,0,0,0,0,1190,84,1349
306,48,527,177,816,462,0,0,95,0,0,0,0,1285,167,1562
0,190,177,163,772,0,0,0,145,0,0,0,0,1320,69,2041
0,99,189,89,770,0,0,0,102,0,0,0,0,1260,66,1372
0,100,333,201,738,1044,0,0,0,0,0,0,0,1251,60,1120
0,150,346,0,744,0,0,0,97,0,0,1479,0,1115,21,2042
0,73,242,116,722,0,0,0,67,0,0,0,0,1179,113,824
0,406,274,91,750,348,0,0,116,0,0,0,0,1167,130,1468
0,272,263,172,784,0,0,0,144,0,0,0,0,1231,47,951
0,101,211,110,784,0,0,0,121,1190,0,0,0,1241,92,1145
0,976,239,117,728,410,0,279,65,669,0,0,0,1211,85,1077
0,490,63,139,736,0,0,456,49,0,0,0,0,1213,48,712
0,101,201,136,722,0,0,0,43,1370,0,0,0,1118,172,708
0,169,258,0,722,0,2012,0,45,0,0,0,1186,1117,0,2151
0,83,255,114,742,0,0,0,102,0,0,0,0,1144,203,1754
0,86,322,114,746,0,0,767,88,0,0,0,0,1146,197,629
0,97,242,132,740,0,0,0,41,0,0,0,0,1088,116,1734
0,74,246,106,736,0,0,0,44,0,0,0,0,1093,195,834
0,211,298,135,742,0,0,0,21,0,0,983,0,1146,148,1815
0,242,244,150,740,0,0,105,171,0,0,0,0,1168,115,710
0,74,271,77,748,0,0,0,77,0,0,0,0,1039,58,715
0,159,278,112,764,0,0,0,67,0,0,0,0,1145,113,2068
0,818,296,146,742,0,0,728,41,0,0,0,0,1108,110,605
0,399,258,129,744,0,0,339,77,0,0,0,0,1125,43,625
0,66,283,114,742,367,0,0,85,0,0,0,0,1108,192,1687
0,85,237,0,736,0,0,0,189,0,0,0,0,1105,79,1066
0,60,254,111,750,54,0,0,145,0,0,0,940,1257,36,3237
0,98,306,145,770,0,0,0,144,0,0,0,0,1386,56,2481
0,179,232,212,802,0,0,0,113,0,0,0,0,1205,62,1003
0,126,271,111,860,0,0,0,121,0,0,1457,0,1269,64,364
0,111,286,177,786,0,0,0,94,0,0,0,0,1234,179,1274
0,71,231,123,778,0,0,0,0,0,283,0,0,1231,156,931
0,22,196,113,920,0,0,293,227,0,994,0,0,1224,79,2185
966,61,82,122,762,0,0,0,87,0,0,0,0,1224,223,1968
0,681,212,88,776,621,0,0,210,0,0,0,0,1195,148,875
903,19,188,152,1124,0,0,0,21,0,0,0,0,1232,31,2149
0,124,221,105,796,0,0,0,134,0,0,0,0,1253,128,1844
0,18,197,122,720,0,1160,0,24,0,719,0,0,1172,31,1274
0,275,234,116,720,0,0,0,139,0,703,0,0,1203,36,2925
0,72,199,0,728,0,931,0,180,0,0,0,0,1179,125,2178
0,133,305,150,730,0,0,0,118,0,0,0,0,1169,91,1217
0,139,304,126,916,0,0,0,81,0,1095,0,614,1191,81,3378
0,79,185,136,746,0,0,0,72,0,2217,0,0,1106,56,2709
0,177,180,171,800,0,0,0,108,0,0,0,0,1140,53,461
0,249,308,144,776,0,0,0,40,0,476,950,0,1177,98,1852
0,1090,265,108,694,0,0,1007,48,0,0,0,0,1136,35,618
0,111,283,123,704,0,0,0,86,0,0,0,0,1118,80,502
0,158,337,114,742,0,0,0,107,0,0,0,0,1132,185,881
0,126,212,102,740,0,0,0,88,0,0,0,1014,1071,26,1536
0,126,269,120,738,0,0,0,74,0,0,0,0,1153,365,640
0,133,285,0,744,0,0,0,196,0,0,1510,0,1089,282,2603
725,148,252,125,750,0,0,0,62,0,0,0,0,1108,118,2385
556,171,251,108,742,0,0,0,58,0,0,0,0,1119,133,1076
0,118,242,191,746,0,0,0,82,0,0,0,0,1073,177,598
0,189,233,119,730,0,0,0,87,0,0,0,0,1097,68,521
0,111,276,116,734,0,0,1230,77,0,0,0,0,1146,34,2493
757,823,323,116,736,0,0,737,51,0,0,0,0,1138,105,1503
894,168,274,94,758,0,0,0,71,0,0,0,0,1158,32,1922
1744,82,266,148,720,0,0,0,45,0,0,0,0,1239,86,3502
0,333,280,140,964,0,0,0,0,0,0,0,0,1143,96,2680
0,113,257,93,720,0,0,0,56,185,2636,0,0,1151,100,416
0,423,186,154,722,0,0,0,69,0,1669,0,543,1114,89,2699
